"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_3_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","jealousy_proneness_1","jealousy_intensity_1","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","attncheck9","orange_gender","orange_gender._3_TEXT","blue_gender","blue_gender_3_TEXT","self_ambition1","self_ambition2","attn_check8","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","entered_poly","openness_poly","fin_invest","time_invest","emot_close","roles_blue","roles_orange","monog_attn","poly_attn","actual_a_ambition1","actual_a_ambition2","attn_check10","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","attn_check10.1","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","textQuality","monog_attn_dup","poly_attn_dup","PIN","raceText","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","group"
23,"1","1","","1","","1","0","5",1,"",3,2,4,5,4,9,3,4,4,5,5,5,10,5,4,3,9,"0","","0","",6,6,8,6,6,4,5,5,6,7,6,5,8,6,5,2,1,4,4,4,"1,10","1,10","To balance out needs and wants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,6,6,7,8,6,6,5,6,5,5,6,10,5,21,"1","",0,FALSE,NA,"193","Asian or Pacific Islander",6,6,4.5,5.5,6.5,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7.5,6,5.5,5,5.5,"partnered_monog"
26,"0","1","","0","","6","0","1",NA,"",NA,NA,3,5,5,5,6,4,4,5,6,5,7,8,3,4,9,"1","","1","",6,5,8,6,6,7,9,5,6,1,1,5,7,4,4,2,2,4,5,3,"1,2,4,10","1,2,3,4,10","I think some people do not enjoy monogamous relationships and enjoy having multiple partners that fulfill different needs in their lives as well as just providing different social and emotional support.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"83","White",5.5,6,8,5.5,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
39,"0","1","","0","","6","0","5",1,"",5,5,5,0,10,8,9,2,3,1,0,10,8,9,2,3,9,"1","","1","",5,4,8,7,7,5,8,5,5,0,0,6,7,5,4,1,NA,3,3,2,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",NA,"I was curious about it and felt like I could learn a lot from being in a poly relationship. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,6,9,9,10,10,10,8,9,9,10,6,6,10,5,44,"2","",0,NA,FALSE,"96","White",4.5,7,6.5,5,0,6.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,10,9,9,8,5.5,"partnered_monog"
38,"1","1","","1","","3","0","1",NA,"",NA,NA,7,6,6,6,8,2,6,6,6,3,4,6,2,2,9,"0","","0","",4,4,8,6,7,10,10,4,1,0,0,6,9,5,4,2,3,4,4,3,"1,2,4","1,4","have more choices in who to have a sexual relationship with. you're not trap with just one person.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"110","Hispanic or Latino",4,6.5,10,2.5,0,7.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
52,"0","1","","0","","6","0","2",1,"",2,2,5,5,5,8,10,1,1,5,5,5,8,10,1,1,9,"1","","1","",5,5,8,4,4,5,5,5,3,3,4,5,4,4,4,2,1,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10","for the fun and excitement ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,3,5,5,4,3,5,5,3,2,5,9,3,10,4,60,"2","",0,FALSE,NA,"106","White",5,4,5,4,3.5,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3.5,5,2.5,7,3.5,"partnered_monog"
37,"1","2","","1","","6","0","5",1,"",4,5,3,8,5,8,5,5,2,6,6,7,4,6,1,4,9,"1","","1","",7,7,8,8,8,6,8,7,5,6,6,5,4,9,8,2,1,5,5,4,"1,10","3,5,9","I know someone who is, although I don't know them all that well.  I don't really understand polyamorous relationships all that much but I would think that someone would enter one because they want to be with someone dearly but that person might not satisfy all of their needs/desires.  To me, it seems sort of selfish and I've not seen people in polyamorous relationships really last very long at all.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,8,7,7,8,6,7,7,9,8,9,8,7,10,7,32,"2","",0,FALSE,NA,"118","White",7,8,7,6,6,4.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,7,8.5,8.5,7,"partnered_monog"
28,"1","1","","1","","6","1","5",1,"",4,6,8,4,7,4,5,2,6,6,5,6,5,6,2,4,9,"0","","1","",9,8,8,6,4,4,3,5,5,5,6,5,5,5,5,1,NA,3,4,4,"3,5","2,4,6,9",NA,"To have someone to look out for and grow a bond together that lasts a lifetime. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,5,5,8,7,6,5,4,5,5,5,6,10,4,24,"1","",0,NA,FALSE,"4","White",8.5,5,3.5,5,5.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7.5,5.5,4.5,5,5,"one_poly"
46,"1","1","","1","","6","0","2",1,"",2,3,4,7,7,8,6,3,8,1,7,2,8,6,2,1,9,"0","","0","",5,5,8,6,7,4,7,5,5,7,7,5,6,5,5,2,2,5,3,2,"3,5,6,9","1,10","I think they just like having sex with multiple partners and they do this in order to be honest with their spouse. Or if one partner whom they really love but don't fulfill certain needs that a person has they seek it out in another person.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,2,5,6,4,4,4,4,7,7,6,6,5,10,3,45,"1","",0,FALSE,NA,"120","White",5,6.5,5.5,5,7,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.5,4,4,7,6,4,"partnered_monog"
40,"1","1","","1","","6","0","2",1,"",4,6,5,5,5,10,6,2,2,5,5,5,10,6,2,2,9,"0","","0","",8,8,8,8,8,5,6,7,7,4,8,9,9,5,5,2,2,4,4,3,"1,2,3,4,6,10","1,2,3,4,6,10","perhaps they do not feel the need to be stuck with one person? ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1,7,4,7,7,9,7,4,7,2,0,5,10,5,39,"1","",0,FALSE,NA,"41","White",8,8,5.5,7,6,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.5,7,8,5.5,1,5,"partnered_monog"
33,"1","1","","1","","6","0","1",NA,"",NA,NA,6,9,8,4,6,2,5,5,6,7,7,4,0,1,9,"0","","0","",6,6,8,6,6,7,8,5,6,6,6,3,7,5,5,2,1,4,4,3,"2","10","They are indecisive and possibly have a mental issue.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"173","White",6,6,7.5,5.5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
31,"0","2","","0","","6","0","2",1,"",3,6,9,5,6,2,8,5,8,2,7,4,6,5,2,1,9,"0","","0","",5,5,8,6,4,3,5,5,6,3,3,7,4,5,2,2,1,3,4,3,"2,3,5,6,9","1,2,4,10","they can't pick between two people.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,0,4,4,7,6,7,5,0,0,6,3,6,10,4,30,"1","",0,FALSE,NA,"156","White",5,5,4,5.5,3,5.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,6.5,6,0,4.5,5,"partnered_monog"
30,"1","1","","1","","2","0","1",NA,"",NA,NA,2,7,2,10,5,2,2,2,10,6,10,10,1,1,9,"0","","1","",4,3,8,6,5,5,7,6,6,5,3,5,5,4,4,2,1,6,6,4,"4","1,2,4,10","greed, excitement, fun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"75","Black or African American",3.5,5.5,6,6,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
39,"1","1","","1","","3","0","2",1,"",3,3,5,5,5,5,5,5,5,5,5,5,5,5,6,4,9,"0","","0","",6,8,8,7,7,8,8,6,7,6,7,7,6,8,7,1,NA,3,2,2,"1,2,3,4,5,6,9,10","1",NA,"I was young and more risky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,5,5,5,6,6,7,7,5,5,7,7,8,10,7,38,"2","",0,NA,FALSE,"168","Hispanic or Latino",7,7,8,6.5,6.5,6.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5,6,7,5,7,7.5,"partnered_monog"
53,"1","1","","1","","6","1","5",1,"",5,5,7,4,3,3,1,2,6,7,6,7,7,7,3,7,9,"0","","0","",3,3,8,8,8,4,2,6,3,8,8,5,7,6,6,1,NA,4,4,3,"10","1,4,10",NA,"Variety is the spice of life.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,6,9,9,10,7,8,7,2,5,5,5,7,10,4,41,"1","",0,NA,FALSE,"119","White",3,8,3,4.5,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,9,8.5,7.5,3.5,5,5.5,"one_poly"
71,"0","1","","0","","6","0","2",1,"",2,1,1,1,6,9,9,3,5,3,1,6,9,9,3,5,9,"1","","1","",8,7,8,7,9,9,8,5,5,8,5,5,5,9,7,2,1,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10","they met someone that they really felt drawn to; so much so that they would have considered them a life partner had they not married another first. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,7,8,10,10,6,8,8,7,9,9,10,10,9,77,"2","",0,FALSE,NA,"178","White",7.5,8,8.5,5,6.5,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.5,10,7,7.5,9,9.5,"partnered_monog"
41,"1","1","","1","","6","0","5",1,"",4,5,5,10,3,10,8,0,0,0,7,5,8,8,0,6,9,"0","","0","",5,6,8,6,6,5,5,5,5,6,6,5,4,5,5,2,4,3,4,3,"1","3","High sex drive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,4,4,4,7,6,6,7,5,5,7,5,5,10,5,33,"1","",0,FALSE,NA,"8","White",5.5,6,5,5,6,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6.5,6.5,5,6,5,"partnered_monog"
34,"0","3","","0","","6","0","2",1,"",2,2,0,10,0,5,0,10,0,10,10,10,5,10,0,0,9,"1","","0","",5,5,8,8,9,8,10,8,8,0,0,10,10,5,5,2,1,7,7,5,"1,10","2,3,9","degenerate people with no moral character",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,7,10,10,7,10,10,10,8,9,10,10,7,10,7,34,"2","",0,FALSE,NA,"122","White",5,8.5,9,8,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,10,8.5,10,8.5,10,7,"partnered_monog"
30,"1","1","","1","","6","0","1",NA,"",NA,NA,5,6,6,0,6,4,4,5,7,5,7,6,4,5,9,"0","","0","",2,3,8,5,5,1,6,5,5,6,5,5,5,3,2,2,1,4,5,4,"2,4,5","1,2,3,4,10","They don't want to commit to one relationship. I guess they want to keep their options open.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"190","White",2.5,5,3.5,5,5.5,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
20,"0","1","","0","","6","0","5",1,"",5,6,6,4,4,3,4,0,3,10,5,4,6,9,8,4,9,"1","","1","",0,1,8,0,5,0,3,4,0,0,3,4,6,0,0,2,1,4,7,5,"4","1","I personally think people who engage in polyamorous relationships are people with issues who think that having a relationship with more than one person is going to solve their issues.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,9,7,9,6,10,10,1,8,7,6,4,10,2,23,"2","",0,FALSE,NA,"18","White",0.5,2.5,1.5,2,1.5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,7.5,10,4.5,6.5,3,"partnered_monog"
36,"0","1","","0","","6","0","1",NA,"",NA,NA,3,6,6,8,6,0,6,3,6,6,8,6,0,6,9,"1","","1","",5,5,8,8,8,9,10,6,5,5,5,9,9,5,5,1,NA,4,4,3,"1,2,3","1,2,3","Want to explore multiple partners","I was encouraged by an older man 20+ years my age to try it out - in hindsight he was manipulating us young ladies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,FALSE,"124","White",5,8,9.5,5.5,5,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
27,"0","3","","1","","6","0","1",NA,"",NA,NA,8,3,5,5,10,1,2,9,3,5,6,10,1,2,9,"0","","1","",6,5,8,4,4,5,7,5,1,4,4,2,5,3,3,2,4,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10","some people have the capacity to love more than one person at once equally, and may feel they need to love more than one person at a time to feel fulfilled in life as well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"48","White",5.5,4,6,3,4,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
35,"1","1","","1","","6","0","5",1,"",2,4,1,5,7,5,8,4,4,4,4,7,4,7,4,6,9,"0","","0","",5,5,8,9,9,6,10,5,5,6,6,5,5,6,6,2,1,4,4,3,"2,4,5,9,10","2,4,5,9,10","As a way to love and cherish more than one person.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,10,5,10,10,10,10,5,5,10,5,6,10,6,33,"1","",0,FALSE,NA,"92","White",5,9,8,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,10,5,7.5,6,"partnered_monog"
55,"0","1","","0","","6","0","1",NA,"",NA,NA,4,4,10,5,7,2,4,4,3,10,4,7,2,4,9,"1","","1","",6,4,8,8,8,6,7,3,2,4,3,5,5,5,3,2,2,4,4,3,"2","2","If someone needed different emotional or physical connections from different people.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"185","White",5,8,6.5,2.5,3.5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
62,"1","1","","1","","6","0","5",1,"",2,1,4,6,6,7,7,3,5,4,7,6,8,3,2,2,9,"0","","0","",6,7,8,7,8,8,8,7,6,5,6,8,8,7,7,2,4,4,5,3,"2","10","They feel that their needs cannot be met by just one person. Or they are seeking complexity i their emotional life.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,4,6,6,5,7,9,8,5,5,9,7,5,10,5,55,"1","",0,FALSE,NA,"42","White",6.5,7.5,8,6.5,5.5,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,6,6,8.5,5,8,5,"partnered_monog"
52,"0","1","","0","","6","0","2",1,"",2,4,6,6,7,7,7,5,5,4,6,5,7,5,0,0,9,"1","","1","",4,5,8,5,5,6,9,5,5,6,4,5,4,6,6,2,1,2,2,2,"1,3,4","1,4,6,10","They fell in love with more than one person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,7,7,6,6,7,6,4,6,6,6,7,7,10,7,52,"2","",0,FALSE,NA,"20","White",4.5,5,7.5,5,5,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,5,6,6.5,7,"partnered_monog"
34,"1","1","","1","","6","2","2",1,"",4,5,6,4,5,5,5,4,7,5,6,5,6,5,3,4,9,"0","","0","",7,7,8,5,6,4,7,8,5,6,6,6,7,7,4,2,4,4,5,4,"1","1","Because of their lifestyle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,4,5,6,7,7,3,7,5,5,6,5,4,10,6,28,"1","",0,FALSE,NA,"215","White",7,5.5,5.5,6.5,6,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,7,5,5,5.5,5,"NA"
57,"1","1","","1","","6","0","2",1,"",1,2,1,5,5,10,5,5,6,3,5,9,7,6,2,1,9,"0","","0","",6,4,8,7,8,5,5,6,4,6,8,8,9,5,5,2,5,6,6,4,"1,4,10","1,2,5,6","Because monogamy is not natural, it would be more fun.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,7,7,7,8,10,8,5,4,5,7,6,5,10,5,54,"1","",0,FALSE,NA,"164","White",5,7.5,5,5,7,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7,9,6.5,4.5,6.5,5,"partnered_monog"
56,"0","1","","0","","6","0","2",1,"",2,6,1,2,3,7,1,2,3,6,9,7,9,6,6,8,9,"1","","1","",8,7,8,7,7,5,6,5,5,4,6,5,5,5,5,2,4,4,4,3,"1","3","Its better than cheating and hurting the other partner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,5,5,4,4,3,3,5,6,3,6,5,10,3,52,"2","",0,FALSE,NA,"74","White",7.5,7,5.5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,5.5,4.5,4,"partnered_monog"
30,"0","1","","0","","6","0","1",NA,"",NA,NA,6,6,7,6,7,4,3,5,5,6,4,5,3,3,9,"1","","0","",3,8,8,7,8,8,7,8,7,8,8,2,3,8,7,2,2,4,3,3,"1,2,4,5,9,10","1,2,3,4,5,9,10"," Well, there are plenty of reasons! For some people, it's about having their cake and eating it too. They get to experience the pleasure and connection of multiple relationships, without compromising on any single one. Others may be attracted to the idea of creating a larger community with more love to share among a wider circle. And then there are those who just enjoy the variety and dynamic energy of relating to more than one partner. So really, it all depends on what type of relationship you're looking for!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"134","White",5.5,7.5,7.5,7.5,8,2.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
30,"1","1","","1","","6","0","5",1,"",1,1,4,9,9,8,6,1,4,2,8,5,5,5,0,4,9,"0","","0","",6,5,8,7,6,5,7,4,3,8,6,7,8,5,5,2,1,4,4,3,"1,10","1,2,4,10","to fill in the gaps the other person lacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,7,7,6,10,10,7,6,5,7,7,8,5,10,5,27,"1","",0,FALSE,NA,"88","White",5.5,6.5,6,3.5,7,7.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,10,6.5,6,7.5,5,"partnered_monog"
41,"1","1","","1","","6","0","2",1,"",2,6,5,8,6,7,6,4,4,4,7,6,7,3,2,1,9,"0","","0","",9,9,8,9,9,5,9,8,8,4,9,9,9,8,5,1,NA,2,2,1,"1,2,3,4,5,6,9,10","1,2,4,10",NA,"I was interested in the lifestyle and both my partner and I at the time wanted to explore our relationships further while staying together. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,3,7,7,8,8,8,8,3,5,8,8,5,10,5,35,"1","",0,NA,FALSE,"79","White",9,9,7,8,6.5,9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,8,8,4,8,5,"partnered_monog"
26,"0","1","","0","","6","0","2",1,"",2,3,6,7,5,6,4,3,5,5,4,5,6,6,3,5,9,"1","","1","",7,7,8,6,7,6,5,5,2,7,7,3,3,6,5,2,1,4,4,2,"10","2","They don’t want to settle or spend their life with one person ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,6,6,7,6,9,7,5,5,5,10,7,10,6,26,"2","",0,FALSE,NA,"33","White",7,6.5,5.5,3.5,7,3,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6.5,8,5,7.5,6.5,"partnered_monog"
