age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_3_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,name_partner,name_partner1,name_partner2,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,attncheck9,orange_gender ,orange_gender _3_TEXT,blue_gender,blue_gender_3_TEXT,self_ambition1,self_ambition2 ,attn_check8,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,soi_partners,soi_oneencounter,soi_shortterm,soi_sexonly_1,soi_casual_agreement_1,soi_longterm_reverse_1,soi_fantasies1,soi_arousal,soi_fantasies2,fin_invest,time_invest,emot_close,roles_blue ,roles_orange,actual_a_ambition1,actual_a_ambition2,attn_check10a,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,jealousy_proneness_1,jealousy_intensity_1,jealousy_proneness1_1,jealousy_intensity1_1,jealousy_proneness2_1,jealousy_intensity2_1,jealousy_sexual ,jealousy_emotional ,jealousy_sexual1,jealousy_emotional1,jealousy_sexual2,jealous_emotional2,fin_invest_actual,time_invest_actual ,emot_close_actual,roles_partnerA,roles_partnerB,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,attn_check10b,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT,poly_attn
27,1,3,,1,,1,1,2,2,,,As,Al,0,2,5,6,6,5,6,7,6,7,6,5,5,4,1,0,,0,,8,8,4,10,7,7,6,8,9,8,9,8,7,8,8,3,3,4,6,5,4,3,3,3,4,4,3,1,1,8,9,1,9,9,8,8,9,9,8,8,4,8,8,6,27,1,,10,3,10,9,9,8,9,9,10,9,9,8,9,9,27,1,,,,5,4,4,5,,,3,4,3,3,4,4,3,1,1,,,,,,,,,,,,,,,,,,,Because I was lonely 
28,1,1,,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,3,,1,,6,1,1,,,,,,3,5,6,6,6,4,6,3,5,6,5,6,3,6,9,0,,2,,1,1,8,8,8,8,8,8,4,3,5,7,6,6,6,1,6,7,9,9,1,3,3,2,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's just easier in the modern world
26,0,3,,0,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,3,,1,,3,1,1,,,,,,5,8,5,8,7,6,4,2,6,6,2,6,1,4,9,0,,1,,6,8,8,6,6,9,10,8,6,6,8,6,9,7,3,3,5,6,9,7,1,6,3,2,3,4,2,"1,4,10","2,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monogamy is a bit frightening to me. It seems like an outdated concept that rarely works. I've seen too many failed marriages in my life to have that as something to aspire towards. Cheating is very common and it's something that can be avoided with polyamorous relationships and the open communication that comes with that.
32,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,1,,1,,2,1,5,2,,,NM,AR,2,1,5,8,3,5,4,10,7,8,9,5,1,2,7,0,,0,,5,8,8,10,4,10,11,5,5,8,9,7,5,3,9,3,3,3,3,2,5,8,7,5,5,4,3,2,1,4,8,11,3,5,9,10,4,8,10,8,10,5,8,8,26,1,,6,9,8,7,11,4,2,4,7,8,5,10,9,9,25,1,,,,4,6,2,3,,,3,2,4,2,3,3,4,2,10,,,,,,,,,,,,,,,,,,,curiosity and difficulty letting go of both people 
32,1,1,,1,,"1,6",1,1,,,,,,5,6,7,6,6,0,5,5,6,7,6,6,0,5,9,0,,0,,7,7,8,11,10,8,9,6,8,8,9,8,6,8,8,1,2,2,9,9,3,4,4,1,4,4,3,"1,3,4,5,6,10","1,3,4,5,6,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not seeing a point to monogamy.
52,1,1,,1,,6,1,5,2,,,CC,CB,0,0,0,0,0,2,9,8,9,9,8,8,8,9,9,0,,0,,11,10,8,9,8,8,11,9,8,5,6,9,10,9,9,3,2,3,6,9,5,7,7,7,4,3,2,"1,2,4,10","1,4",7,6,11,3,3,11,9,11,8,8,8,8,10,6,6,42,1,,11,11,10,11,10,6,9,7,8,10,10,6,7,6,36,1,,,,5,6,6,5,,,3,4,4,3,4,5,3,"1,4,10","1,2,4,5,10",,,,,,,,,,,,,,,,,,,I was dating a Lady that would not want to settle down
62,0,1,,0,,6,1,2,1,,VR,,,0,6,0,4,5,1,4,5,7,7,7,10,5,9,9,1,,1,,3,2,8,6,8,5,7,6,6,2,4,6,1,4,4,2,2,6,9,1,2,2,1,2,5,5,4,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,6,5,,,,,,,,,,3,3,8,8,9,11,8,6,10,11,7,4,8,10,8,70,2,,I love hanging with both of them and they do not mind sharing.  I get different things from each of them and that is pretty cool. 
27,1,3,,1,,6,1,1,,,,,,4,5,5,4,10,4,5,4,4,4,4,10,4,3,9,0,,0,,6,6,8,7,9,7,7,5,3,7,6,6,10,5,4,1,1,1,9,9,1,9,9,7,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It seems fun.
22,1,3,,1,,6,1,2,1,,jh,,,4,5,6,6,5,4,5,4,5,6,6,5,4,5,9,1,,1,,7,6,8,6,6,7,7,6,6,6,7,7,8,7,6,2,1,1,9,9,1,4,2,2,4,4,3,"2,3,4,5,10","1,2,3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,7,7,7,7,6,7,8,7,6,7,7,7,7,10,7,28,2,,I like lots of sex
34,0,1,,0,,6,1,2,1,,RMB,,,0,10,2,10,2,0,10,0,3,9,5,9,0,10,9,1,,1,,6,4,8,8,8,5,7,5,3,8,7,5,6,7,7,2,1,2,9,5,6,1,1,1,4,6,5,"1,4,10","2,3,4,5,6,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,4,5,,,,,,,,,,4,3,4,4,7,6,6,8,8,4,8,5,7,10,6,47,2,,Curiosity.
38,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,2,,1,,"3,6",1,1,,,,,,4,6,6,4,7,5,7,5,4,3,4,7,3,5,9,1,,1,,8,9,8,9,9,7,8,6,3,5,5,4,6,6,6,1,1,1,9,9,1,4,5,1,3,4,2,"1,2,3,4,10","1,2,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"i have never liked being limited to just one partner; at first i felt quite ashamed by this because, as we all know, society has pushed that there is only one person out there for you and that you should only be with one person at a time. i do not condone cheating. anyway, i like that i can have multiple support systems and more love + attention in a poly relationship :)"
24,0,3,,1,,6,1,5,1,,AS,,,4,2,3,3,7,5,6,5,5,6,5,7,6,6,9,0,,1,,8,8,4,6,6,8,10,6,4,7,6,9,10,6,5,2,1,2,8,8,2,4,3,7,5,4,4,"1,2,3,4,9,10","1,2,3,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,2,2,,,,,,,,,,9,11,8,9,11,9,11,10,10,10,10,6,10,10,10,29,1,,I have a lot of love and I want to spread it. 
62,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,1,,1,,6,1,1,,,,,,4,4,5,9,6,3,3,4,6,5,9,6,3,3,9,0,,0,,6,6,8,9,9,9,8,5,8,6,7,9,10,7,8,6,2,4,9,1,1,9,9,9,5,4,3,"1,4,5,10","1,2,3,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I love and expect honesty.  I think that if you are honest that you cannot have one relationship and communicate with each, there are no hurt feelings or regrets.  I do not like to cheat on my partner and it is best to be honest upfront.  If one partner does not allow my to date others, then it is best to end the relationship on better terms than to cheat and have it end on much worse terms."
34,0,1,,0,,6,1,5,2,,,DM,FF,4,7,6,6,6,5,4,0,7,6,6,5,5,3,9,1,,1,,6,6,8,7,7,6,6,7,8,6,6,8,9,6,6,7,6,6,9,9,1,5,5,4,4,3,2,2,4,8,7,11,8,8,9,9,9,8,7,7,9,9,8,8,37,2,,6,6,7,8,9,9,9,9,5,5,9,8,6,6,29,2,,,,4,4,4,3,,,3,3,3,4,4,3,1,"1,2,4,10","1,4,10",,,,,,,,,,,,,,,,,,,I started dating and fell in love with someone who was already in a polyamorous relationship 
29,0,3,,0,,2,1,5,2,,,cl,fh,0,7,6,5,9,0,9,0,6,6,8,4,0,10,9,0,,1,,8,5,8,9,7,7,7,7,4,4,8,5,4,9,9,3,1,1,9,9,2,7,2,3,4,4,1,"1,2,3,4,5,6,9,10","1,2,3,4,9,10",2,3,11,5,7,9,6,7,6,3,6,3,5,7,6,31,2,,4,5,6,6,6,8,7,7,3,4,8,9,6,7,28,1,,,,1,1,2,1,,,1,1,1,1,4,4,1,"1,2,3,4,5,6,9,10","1,2,4,9,10",,,,,,,,,,,,,,,,,,,just something that interested me and my partner for quite some time and we jumped at the opportunity when it came our way and love it!
37,1,1,,1,,6,1,2,1,,SJ,,,2,4,1,5,5,5,6,7,5,6,6,5,7,6,9,0,,1,,6,6,8,7,7,8,7,6,10,9,6,6,10,8,7,3,5,4,9,8,3,2,3,2,3,4,5,"1,2","1,2,3,4,5,6,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,5,5,,,,,,,,,,7,9,9,7,10,10,7,8,7,7,7,8,8,0,6,35,1,,To be able to feel free to be with whomever I want
32,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,1,,0,,6,1,1,,,,,,6,5,5,5,7,4,6,7,5,5,5,5,2,3,9,1,,0,,5,4,8,7,6,8,8,6,7,5,6,8,8,8,7,5,6,8,9,8,2,5,4,5,3,2,3,"1,2,3,4,5,9,10","1,2,3,4,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It happened rather organically, without intention. My primary relationship changed over time and rather naturally became open. It wouldn't work with just any partnership, it takes the right mix of people.  At times, it is unreasonable to expect one person to fill all the needs of another."
41,1,3,,1,,6,1,5,3,4,,SR,JH,4,7,6,8,8,0,5,4,5,6,4,8,0,5,9,1,,1,,7,7,8,8,7,7,7,5,7,9,9,7,4,8,7,5,1,1,9,6,5,7,1,1,4,4,4,"1,4,10","2,4,9,10",5,5,11,7,5,9,10,7,5,4,4,8,4,8,6,31,2,,8,8,9,9,8,8,7,8,8,7,9,9,7,4,25,2,,,,2,7,4,2,,,3,4,2,3,4,4,2,"2,4,9,10","1,2,4,10",,,,,,,,,,,,,,,,,,,"I am emotionally and sexually attracted to multiple people, and my first partner is okay with it. I love all of them, and I want to be in a relationship will all of them as long as it doesn't hurt anyone involved."
28,0,3,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,3,,0,,3,1,2,3,3,,VG,AC,6,7,8,8,7,3,5,7,6,5,3,5,0,0,1,0,,1,,9,11,4,7,7,8,8,8,6,5,6,7,5,7,7,2,2,2,9,5,8,4,3,3,3,4,1,"1,2,3,6","2,9,10",11,10,11,11,10,11,11,11,10,6,7,11,11,9,8,30,2,,9,10,8,9,10,8,10,9,6,8,9,8,9,8,21,1,,,,1,2,1,2,,,1,1,1,1,3,3,1,"1,2,3,4","2,9,10",,,,,,,,,,,,,,,,,,,I wanted to be with a same sex partner and explore more of that side of me
25,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,1,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,3,,0,,"5,6",1,3,,,,,,3,6,8,6,8,1,3,3,6,8,6,8,2,2,9,0,,1,,3,1,8,8,8,10,9,8,7,2,1,9,7,2,4,1,5,4,9,7,1,6,3,3,6,4,2,"1,2,4,9,10","1,3,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I find it takes more than one person to meet my needs. 
35,1,1,,1,,6,1,2,1,,DED,,,1,4,7,8,8,3,1,9,7,8,8,4,1,1,9,0,,0,,10,11,8,9,9,10,10,8,8,8,8,11,10,9,8,3,8,8,9,1,1,6,5,4,3,4,2,"1,2,3,4,5,6,9,10","1,2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,1,3,,,,,,,,,,10,10,10,10,10,11,10,10,9,9,11,11,10,10,10,34,1,,We had come to an agreement to have multiple partners as we had met this way. It was part of her last relationship too.
31,1,1,,1,,3,1,4,2,,,kp,cs,1,7,3,9,7,4,3,3,9,7,7,3,3,4,9,0,,0,,8,6,8,8,7,1,3,9,9,6,6,7,10,7,7,4,3,2,9,9,1,9,5,5,2,2,1,10,1,4,4,11,6,6,7,11,10,9,5,3,9,10,6,9,23,1,,7,8,5,5,8,9,6,9,6,5,7,6,5,5,26,1,,,,3,4,3,2,,,5,5,2,3,2,2,1,"1,2,6","1,10",,,,,,,,,,,,,,,,,,,Me and my fiance wanted to experiment and try something diffferent.
23,1,3,,3,non-binary trans woman,3,1,5,2,,,A,S,3,6,8,7,7,1,4,3,5,6,8,4,2,6,9,2,,2,,6,7,8,9,7,9,6,9,9,3,3,10,9,5,6,8,5,8,9,9,1,7,7,7,4,4,2,"1,2,4,5,10","1,3,4,6,10",8,10,11,8,8,9,7,10,11,4,5,11,6,4,7,20,3,,9,10,9,9,7,5,8,7,9,8,10,11,8,6,23,3,,,,2,3,3,2,,,1,1,2,2,2,2,2,"1,2,3,4,5,9,10","1,2,4,9,10",,,,,,,,,,,,,,,,,,,"I've known I was polyamorous for years, but I wasn't able to manage my jealousy until I started HRT. Now that I have, I find that life is a lot better, and I enjoy having multiple romantic or sexual partners. I don't mind having a few romantic partners as long as I'm sleeping around."
43,0,3,,0,,6,1,2,2,,,SS,DG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,0,,1,,10,10,4,10,10,11,11,6,9,10,10,11,11,6,6,3,3,8,9,1,1,6,6,6,4,4,4,"1,2,3,6","1,2,4,10",4,6,11,6,6,6,6,6,6,9,9,6,6,6,6,44,2,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,1,,,,1,1,1,1,,,1,1,1,1,4,5,4,"1,2,3,6","1,2,4,10",,,,,,,,,,,,,,,,,,,"I was bored in my long-term marriage, not happy with my partner, and considering divorce."
53,1,4,pansexual,1,,"4,6",1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,Any of the above will do,3,Any of the above will do,6,5,6,7,7,6,7,6,6,6,6,6,6,6,6,4,5,4,9,9,5,7,8,6,4,4,3,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I don't know.   I have had sex with different people. Men, women, trans men, many trans women, and gender-neutral people.   Even when I did not know what it was called, I thought I just slept around.   But I am always safe and have never had an STD or unplanned pregnancy(with partners who have vaginas) "
23,0,3,,0,,6,1,1,,,,,,2,9,4,9,8,0,5,2,8,0,9,8,0,6,9,0,,1,,6,7,8,7,6,8,8,6,6,6,6,8,8,6,6,4,3,2,9,4,1,7,6,6,4,4,3,"1,2,3,4,5,10","1,2,3,4,5,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I always been and open minded free spirited person. I feel like happiness is the key to life and I don't think people that are sexual beings naturally should be restricted in this one life we have to live
54,0,3,,0,,6,1,2,1,,MW,,,5,5,7,5,8,0,5,5,7,7,5,8,0,3,9,0,,1,,4,3,8,6,8,9,9,6,2,5,6,10,4,8,7,2,8,8,9,9,1,7,7,4,4,4,3,"1,4,10","1,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,5,,,,,,,,,,5,3,8,9,9,9,10,6,7,9,4,10,10,10,10,52,2,,I've always believed you can love or be with more than one person. I also believe you can be married and committed to one or more people. It just seemed so natural to me.
57,0,3,,0,,"5,6",1,5,1,,bb,,,4,2,6,10,6,2,5,4,2,6,10,6,2,5,9,0,,1,,7,6,8,8,7,8,10,7,8,6,4,9,8,8,7,3,9,9,8,8,2,4,4,2,4,3,3,"1,3,4,5,9,10","1,2,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,4,3,,,,,,,,,,5,4,8,8,7,6,6,5,3,7,3,3,2,10,7,51,2,,"I am bisexual. In my current relationship, I have only had male partners so far. Ideally, I would like a male and female partner. I have wanted two guys or a guy and a girl since my late teens. I have only hooked up with people who feel the same in the last 12 years. Currently, my partner and I are not polyamorous because there are several STDs going around, we don't have them or want them and have not found people willing to get tested before having sex."
27,1,1,,1,,1,1,1,,,,,,1,10,6,8,10,2,0,0,10,3,10,8,1,1,9,0,,0,,4,2,8,3,5,8,8,9,5,3,2,6,6,6,4,4,6,5,9,9,1,8,7,7,4,3,2,"1,2,4,10","1,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I just felt like I wouldn't be fully satisfied being exclusively committed to one partner all the time. Being in a polyamorous relationship just keeps things more fresh and interesting to me, and I love meeting new romantic partners."
39,0,4,Pansexual,3,Two spirit ,5,1,2,1,,Dk,,,10,10,10,10,10,10,10,0,0,0,0,0,0,0,9,2,,1,,11,11,8,11,10,11,11,9,8,6,8,11,4,11,9,2,7,7,9,9,1,2,2,2,7,5,4,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,6,5,,,,,,,,,,11,9,11,10,11,11,9,11,10,11,11,10,8,10,6,42,2,,I can love a lot of people at once
46,1,1,,1,,6,1,5,2,,,JM,AZ,0,9,9,10,7,0,0,0,9,9,10,7,0,0,9,0,,0,,8,9,8,9,9,8,9,6,7,6,6,7,8,7,7,3,4,4,9,9,2,8,6,2,4,4,3,"1,4,10","1,4,10",4,4,11,7,7,5,6,6,5,4,4,7,8,8,8,42,1,,3,3,6,5,8,8,6,7,6,3,9,8,7,7,39,1,,,,6,6,5,4,,,5,4,4,3,2,2,2,"1,2,4,5,9,10","1,4,10",,,,,,,,,,,,,,,,,,,"It is something that I have always liked. I start pushing for things like polyamorous relationship and lesbianism and threesomes very early when I meet a woman. And I accept it if the woman isn't into these ideas, and it winds up being kind of a dealbreaker for me."
47,1,1,,1,,"1,6",1,5,2,,,AM,IX,1,6,7,5,10,3,3,1,6,7,5,10,3,3,9,0,,0,,8,3,8,10,10,8,10,7,6,3,3,9,8,6,6,4,1,1,9,9,2,9,3,2,4,4,3,"1,2,3,4,9,10","1,2,3,4,9,10",4,2,11,8,8,9,9,6,4,6,4,8,4,5,4,42,1,,7,8,8,8,8,8,8,8,8,8,8,9,8,8,31,3,,,,1,1,1,1,,,2,1,2,1,1,4,1,"1,2,3,4,5,9,10","1,2,3,4,9,10",,,,,,,,,,,,,,,,,,,"When I met AM 21 years ago, she had just come out of a bad marriage and had no further interest in monogamy. She had another relationship she wished to keep. I agreed with her reasoning and terms and have since maintained 2-3 relationships of my own overall at any given time since then. "
45,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,1,,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,1,,1,,1,1,5,2,,,D E,B S,0,4,2,8,5,4,10,2,5,5,10,2,3,10,9,0,,0,,9,9,8,9,8,6,6,9,7,8,8,8,11,8,8,5,3,6,9,9,1,7,5,6,2,3,1,"1,2,3,4,5,9,10","1,10",9,8,11,6,7,11,10,8,9,4,5,10,9,9,8,34,1,,8,4,6,8,8,7,6,6,7,7,5,8,6,5,37,1,,,,2,5,1,1,,,1,3,1,1,2,2,1,"1,2,3,4,5,9,10","1,10",,,,,,,,,,,,,,,,,,,I have always been a very sexual active person since I was a teenager.
24,1,3,,2,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,3,,0,,6,1,2,1,,FS,,,5,2,5,7,10,0,5,5,2,6,7,10,0,6,9,0,,1,,1,3,8,6,6,11,6,5,6,5,3,9,9,5,5,2,1,1,1,2,9,2,2,2,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,6,6,10,9,11,11,8,9,6,6,10,7,5,10,4,60,2,,I prefer relationships that don't require one person to be the only source of emotional and physical intimacy and support for the other. 
32,1,1,,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,3,,0,,"1,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,3,,0,,6,1,1,,,,,,3,7,7,7,7,0,4,3,7,7,7,6,0,5,1,0,,0,,5,4,4,7,8,6,6,7,8,2,3,6,9,4,6,1,1,3,9,9,1,8,5,4,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desire for multiple close relationships; general distaste for conventional sexual mores
32,1,1,,1,,2,1,5,2,,,CJ,TH,10,10,10,10,10,0,0,0,0,0,10,10,0,0,9,0,,0,,11,11,4,11,11,11,11,10,9,2,10,10,11,10,11,3,3,3,8,9,8,8,8,8,2,5,4,"1,2","1,2,3",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,39,1,,6,6,11,10,6,5,11,11,6,8,11,11,11,6,30,1,,,,6,1,5,6,,,5,5,5,5,1,1,1,"1,2,4,5,9",1,,,,,,,,,,,,,,,,,,,want to play with others
35,1,2,,1,,2,1,5,1,,RW,,,10,10,10,10,10,8,0,6,2,4,0,0,0,0,9,1,,1,,3,6,8,9,11,7,11,8,6,11,8,11,11,11,7,4,1,6,7,9,4,8,2,9,4,4,2,"1,2,9",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,3,,,,,,,,,,11,11,11,11,11,11,9,9,11,10,8,6,11,10,11,55,2,,We both wanted to keep our relationship from getting boring or stale.
35,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,1,,1,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
