StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_4_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,jealousy_proneness_1,jealousy_intensity_1,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,orange_gender ,orange_gender _4_TEXT,blue_gender,self_ambition1,self_ambition2 ,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,entered_poly,openness_poly,monog_attn,poly_attn,actual_a_ambition1,actual_a_ambition2,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_5BTWIkB4A5g6cAu,,,,,34.4373,-119.8341,test,,58,Male,Homosexual,,An option not listed here,"Malesuada natoque id risus velit porttitor et ab facilisi sapien integer augue mauris, eleifend magnis.","Asian or Pacific Islander,Black or African American,Hispanic or Latino,Middle Eastern or North African,Native American or American Indian,White","No, I do not consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_6rOMpelWq0Fu0S2,,,,,34.4373,-119.8341,test,,101,Intersex,Heterosexual,,An option not listed here,Massa massa? Tincidunt eros dictumst velit justo vel justo lorem bibendum. Consectetuer dictumst aliquet natoque.,Prefer not to say,"Yes, I consider myself polyamorous.",In a relationship,Prefer not to say,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_cBjgiqgEbL6syOO,,,,,34.4373,-119.8341,test,,62,Prefer not to say,Prefer not to say,,Prefer not to say,,"Asian or Pacific Islander,Hispanic or Latino",Prefer not to say,In a relationship,3 or more (please specify how many):,46,2,2,10,7,8,2,3,3,6,10,5,1,0,7,3,5,Female,,An option not listed here,(Top 18 out of 100 people),Extremely ambitious(Top 1 out of 100 people),(Top 3 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),Extremely financially stable(Top 1 out of 100 people),Average (Top 50 out of 100 people),Extremely good in bed(Top 1 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),(Bottom 18 out of 100 people),,,,"Etiam scelerisque eu eu magnis auctor morbi! Molestie, gravida pede enim nibh dictumst.",(Top 3 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),Extremely selfish(Bottom 1 out of 100 people),(Top 18 out of 100 people),(Bottom 32 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Top 18 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Top 3 out of 100 people),105,Non-binary,,(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),49,An option not listed here,Platea. Enim ante fermentum at dui malesuada accumsan felis? Pharetra magna scelerisque in.,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_1BNyJ2oUSMvNtk2,,,,,34.4373,-119.8341,test,,97,Prefer not to say,Prefer not to say,,An option not listed here,Velit magnis nulla platea faucibus suscipit rhoncus natoque placerat venenatis! Montes ut.,"Asian or Pacific Islander,Black or African American,White","No, I do not consider myself polyamorous.",Engaged,3 or more (please specify how many):,23,3,3,0,6,5,0,6,8,0,0,7,1,10,7,10,10,Non-binary,,Non-binary,(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Top 32 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),,,,Convallis. Culpa per arcu. Interdum cursus fermentum tempora pellentesque? Risus rutrum! Sed.,(Top 8 out of 100 people),(Top 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),Extremely strong sexual desire(Top 1 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),Extremely looked down upon by others(Bottom 1 out of 100 people),67,Male,,(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),(Top 18 out of 100 people),(Bottom 18 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),58,Female,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_0B17AotgPh2nDU2,,,,,34.4373,-119.8341,test,,76,Male,Homosexual,,Prefer not to say,,Prefer not to say,Prefer not to say,Engaged,3 or more (please specify how many):,51,5,2,0,0,9,6,4,4,8,0,9,6,6,9,9,0,Non-binary,,Male,Extremely apathetic(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),Extremely intelligent(Top 1 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),Extremely attractive face(Top 1 out of 100 people),(Top 3 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),,,,Elementum atque fermentum proin a. Rhoncus. Pharetra tempus orci auctor. Convallis.,Extremely driven(Top 1 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),Extremely ignorant(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),106,Female,,Extremely driven(Top 1 out of 100 people),Extremely unambitious(Bottom 1 out of 100 people),Extremely intelligent(Top 1 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),Extremely considerate(Top 1 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),Extremely financially stable(Top 1 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),29,Non-binary,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_eWCkn6BoDZVHoiy,,,,,34.4373,-119.8341,test,,59,Female,Homosexual,,Non-binary,,Prefer not to say,"Yes, I consider myself polyamorous.",In a relationship,Prefer not to say,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_4Ib6yoyTiN1c76m,,,,,34.4373,-119.8341,test,,68,Intersex,Heterosexual,,Prefer not to say,,Prefer not to say,Prefer not to say,Single,,,,,9,10,2,8,6,0,1,4,3,10,9,7,1,0,Female,,Female,(Top 18 out of 100 people),(Bottom 3 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),Extremely generous(Top 1 out of 100 people),Average (Top 50 out of 100 people),(Top 32 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Bottom 18 out of 100 people),(Top 18 out of 100 people),Yes,,,Facilisi vulputate mattis at augue consectetuer risus nunc dui elementum risus primis aliquam volutpat eleifend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_9M0p0uy3CoWWmFw,,,,,34.4373,-119.8341,test,,60,Male,Heterosexual,,Female,,Prefer not to say,"Yes, I consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_e4WMeCVU6rJMaj4,,,,,34.4373,-119.8341,test,,97,Intersex,An option not listed here,Mauris! Mattis cursus. Quis orci culpa gravida aliquam nibh in platea accumsan.,An option not listed here,"Sollicitudin lorem ante? Donec cursus rutrum. Morbi ligula non turpis, ligula.",Prefer not to say,"No, I do not consider myself polyamorous.",In a relationship,2,,1,5,1,2,6,6,1,4,7,4,10,3,3,4,10,9,An option not listed here,"Arcu tempora primis, orci porttitor rhoncus praesent aliquam vel justo lectus sapien ligula est.",An option not listed here,(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),(Top 8 out of 100 people),(Top 8 out of 100 people),(Top 32 out of 100 people),Extremely attractive face(Top 1 out of 100 people),(Top 18 out of 100 people),(Bottom 18 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),,,,"Etiam, dapibus cursus eleifend augue mattis in non temporibus nibh aliquet pharetra.",Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),(Top 18 out of 100 people),Extremely attractive face(Top 1 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),Extremely looked down upon by others(Bottom 1 out of 100 people),47,Female,,(Top 8 out of 100 people),Extremely unambitious(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Bottom 18 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),28,Female,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_elI1JbSwp9iFccC,,,,,34.4373,-119.8341,test,,47,Female,Heterosexual,,Non-binary,,Prefer not to say,"No, I do not consider myself polyamorous.",Engaged,2,,5,7,10,5,8,10,9,2,7,7,0,4,4,1,0,3,Female,,Non-binary,(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),Extremely unattractive face(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Top 18 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),(Bottom 32 out of 100 people),,,,Proin sapien enim facilisi montes dictumst blandit cursus orci dolorem.,(Top 32 out of 100 people),(Top 18 out of 100 people),Extremely intelligent(Top 1 out of 100 people),(Top 32 out of 100 people),Extremely generous(Top 1 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),(Bottom 18 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),Average (Top 50 out of 100 people),(Top 32 out of 100 people),32,Non-binary,,(Bottom 3 out of 100 people),Extremely unambitious(Bottom 1 out of 100 people),(Top 18 out of 100 people),Extremely ignorant(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),(Top 18 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),78,Non-binary,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_6nHHY14jBunyiPQ,,,,,34.4373,-119.8341,test,,51,Intersex,Bisexual,,Prefer not to say,,Prefer not to say,"No, I do not consider myself polyamorous.",Single,,,,,0,5,10,0,9,9,2,4,4,1,9,4,6,7,An option not listed here,Augue aenean praesent massa volutpat ultricies in euismod aliquet lectus dolorem? Accusamus consectetuer aliquam euismod.,Male,Extremely driven(Top 1 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),Yes,,Ridiculus leo pede nonummy accumsan per justo fringilla. Ligula? Tortor.,"Vitae phasellus dui viverra sit, molestie praesent vestibulum aliquet gravida volutpat proin dapibus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_3I92Zs64GoX3Ypw,,,,,34.4373,-119.8341,test,,45,Female,An option not listed here,Et. Mi vulputate. Gravida eu magna urna tempus aliquet? Phasellus quis placerat enim massa aliquam.,Male,,"Asian or Pacific Islander,Middle Eastern or North African","Yes, I consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_ebUO5N5ah3yWiA6,,,,,34.4373,-119.8341,test,,90,Prefer not to say,Heterosexual,,Female,,Prefer not to say,"Yes, I consider myself polyamorous.",Single,,,,,2,5,1,6,0,3,10,7,9,3,7,0,10,7,Non-binary,,An option not listed here,(Top 8 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),Extremely attractive body(Top 1 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),No,Somewhat disagree,Ultrices laoreet tortor. Iaculis felis sagittis tincidunt felis at? Tempor etiam pede montes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_0kWJ4yGQDbuJCQK,,,,,34.4373,-119.8341,test,,73,Male,Heterosexual,,Female,,Prefer not to say,Prefer not to say,Married,3 or more (please specify how many):,85,1,4,2,0,2,10,3,9,9,5,5,1,4,7,3,10,An option not listed here,"Dui praesent. Scelerisque risus placerat? Magnis vitae, odio urna dapibus nulla.",Non-binary,(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),Extremely unintelligent(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Top 32 out of 100 people),(Top 18 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),(Top 32 out of 100 people),,,,Pede aenean convallis fringilla! Blandit? Non. Sodales duis tempor magna magna.,Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),Extremely selfish(Bottom 1 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),Extremely attractive face(Top 1 out of 100 people),(Top 32 out of 100 people),(Top 18 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),Extremely strong sexual desire(Top 1 out of 100 people),(Bottom 18 out of 100 people),(Bottom 18 out of 100 people),98,An option not listed here,Metus culpa duis eu phasellus lectus ultrices est justo purus.,(Top 8 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),Extremely respected by others(Top 1 out of 100 people),(Bottom 18 out of 100 people),37,Female,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_cTqFoknVDCcT8eG,,,,,34.4373,-119.8341,test,,75,Prefer not to say,An option not listed here,"Bibendum ultrices at phasellus sollicitudin vulputate non, vivamus euismod erat.",An option not listed here,"Felis, viverra velit vel atque viverra dui! Sed imperdiet, turpis morbi ultrices nibh auctor.",Prefer not to say,"Yes, I consider myself polyamorous.",Engaged,3 or more (please specify how many):,76,2,6,0,1,5,2,4,6,1,3,6,3,10,10,10,9,An option not listed here,"Cras. Vivamus? Sapien wisi, eu arcu sed mi purus culpa? Blandit, rutrum massa.",Non-binary,(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),Extremely knowledgeable(Top 1 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),Extremely attractive body(Top 1 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 18 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),,,,Tempora nibh elementum justo lectus integer sed pretium euismod fermentum.,Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),(Bottom 32 out of 100 people),Extremely attractive body(Top 1 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Top 3 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),70,Male,,(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),(Top 32 out of 100 people),(Top 18 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),(Top 18 out of 100 people),14,An option not listed here,Nulla primis fringilla rutrum duis natoque pharetra risus accumsan vestibulum porta.,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_51LXXOsYGHDuhlY,,,,,34.4373,-119.8341,test,,60,Female,An option not listed here,Culpa dui pretium auctor? Dui magna imperdiet! Augue vivamus sollicitudin proin donec vestibulum etiam.,Prefer not to say,,"Asian or Pacific Islander,Black or African American,Hispanic or Latino,Native American or American Indian,White","Yes, I consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_b3oYJHEz6izoNGm,,,,,34.4373,-119.8341,test,,18,Male,Homosexual,,Female,,"Asian or Pacific Islander,Black or African American,Middle Eastern or North African,Native American or American Indian","No, I do not consider myself polyamorous.",In a relationship,2,,4,4,2,3,4,7,6,10,9,5,4,6,10,3,1,0,An option not listed here,"Atque vitae consectetuer. Neque et ipsum donec, massa morbi purus sodales! Tempus vel malesuada.",An option not listed here,(Bottom 18 out of 100 people),(Bottom 18 out of 100 people),Average (Top 50 out of 100 people),Extremely ignorant(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),(Top 32 out of 100 people),Extremely financially stable(Top 1 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),Average (Top 50 out of 100 people),,,,"Massa eleifend. Suscipit turpis dui tellus! Nec risus odio, vel.",(Top 32 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),Extremely respected by others(Top 1 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),44,An option not listed here,Neque. Suscipit! Duis posuere tempor ut facilisis! Elementum facilisi? Malesuada.,Extremely driven(Top 1 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),30,Female,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_9WuPoDQ1qytUIIe,,,,,34.4373,-119.8341,test,,86,Intersex,Prefer not to say,,Female,,Prefer not to say,"Yes, I consider myself polyamorous.",Married,1,,3,7,2,5,0,8,1,7,9,3,5,0,9,8,10,3,An option not listed here,"Eros tempor. Interdum amet! Natoque temporibus per, egestas ante! Suscipit. Magnis, nunc aliquam elit justo.",An option not listed here,(Top 8 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),No,Neither agree nor disagree,A a ridiculus viverra amet nibh! Pharetra faucibus. Auctor scelerisque donec ab sem interdum placerat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),"Elit phasellus phasellus auctor bibendum per, primis odio dolorem sapien lectus aliquet facilisis vitae fringilla.",Male,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_5d9JRKUXdR00hQW,,,,,34.4373,-119.8341,test,,16,Intersex,An option not listed here,Wisi vestibulum nunc eleifend rutrum? Dolor nunc tincidunt viverra ac? Orci posuere! Risus volutpat suspendisse.,Male,,Prefer not to say,Prefer not to say,Single,,,,,6,6,6,8,9,7,9,10,3,2,1,0,1,2,Non-binary,,Non-binary,(Bottom 3 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Bottom 32 out of 100 people),(Top 3 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),Yes,,,"Aenean iaculis! Vehicula consectetuer mi a? Odio ac, sem nec porta vestibulum dui.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_4GfO16Hv9TlHmBg,,,,,34.4373,-119.8341,test,,74,Prefer not to say,Homosexual,,Prefer not to say,,Prefer not to say,"Yes, I consider myself polyamorous.",Single,,,,,1,3,6,8,9,6,10,1,0,10,10,3,3,0,Non-binary,,Female,Extremely driven(Top 1 out of 100 people),Extremely unambitious(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),Yes,,,"A consequat maecenas in ipsum, convallis aliquet purus. Facilisi a eu ligula convallis fusce augue.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
